word1;word2;weight
ЗАЧЁТНАЯ КНИЖКА;ЭКЗАМЕН;0.7429
ЗАЧЁТНАЯ КНИЖКА;СЕССИЯ;0.6057
ЗАЧЁТНАЯ КНИЖКА;ПРЕПОДАВАТЕЛЬ;0.3886
ЗАЧЁТНАЯ КНИЖКА;ВУЗ;0.32
ЗАЩИТНИК;РОДИНА;0.5039
ЗАЩИТНИК;ОТЕЧЕСТВА;0.4186
ЗАЩИТНИК;ОХРАННИК;0.3256
ЗАЩИТНИК;ГЕРОЙ;0.3023
ЗАЩИЩАТЬ;ЗАЩИТНИК;0.8974
ЗАЩИЩАТЬ;РОДИНУ;0.8974
ЗАЩИЩАТЬ;ЩИТ;0.7179
ЗАЩИЩАТЬ;ОТЕЧЕСТВО;0.2821
ЗАЩИЩАТЬ;ЧЕСТЬ;0.2564
ЗАЩИЩАТЬ;НАПАДЕНИЕ;0.2308
ЗАЩИЩАТЬ;СТАРШИЙ;0.2051
ЗАЩИЩАТЬ;АВТОМАТ;0.1795
ЗАЩЁЛКА;ЩЕКОЛДА;0.7821
ЗАЩЁЛКА;ЩЕЛЬ;0.6026
ЗАЩЁЛКА;ЗАДВИЖКА;0.4744
ЗАЩЁЛКА;ЩЕЛЧОК;0.1667
ЗАЩЁЛКА;ЗАСОВ;0.1667
ЗАЯВКА;ЗАЯВЛЕНИЕ;1.0
ЗАЯВКА;ПРОСЬБА;0.6667
ЗАЯВКА;ЗАЯВИТЕЛЬ;0.4259
ЗАЯВКА;ПОДАТЬ;0.3889
ЗАЯВКА;ЗАКАЗ;0.3796
ЗАЯВКА;ТРЕБОВАНИЕ;0.3519
ЗАЯВКА;УЧАСТИЕ;0.2407
ЗАЯВЛЕНИЕ;УВОЛЬНЕНИЕ;1.0
ЗАЯВЛЕНИЕ;ОТПУСК;0.6424
ЗАЯВЛЕНИЕ;ЖАЛОБА;0.5212
ЗАЯВЛЕНИЕ;УХОД;0.4455
ЗАЯВЛЕНИЕ;ЗАЯВА;0.3394
ЗАЯВЛЕНИЕ;ПОДПИСЬ;0.2545
ЗАЯВЛЕНИЕ;ЗАГС;0.1697
ЗАЯВЛЕНИЕ;ПРОСЬБА;0.1576
ЗАЯЦ;ВОЛК;1.0
ЗАЯЦ;УШИ;0.7594
ЗАЯЦ;МЕХ;0.2311
ЗАЯЦ;БЕЛЯК;0.2028
ЗАЯЦ;РУСАК;0.1698
ЗВАНИЕ;ГЕНЕРАЛ;1.0
ЗВАНИЕ;МАЙОР;0.9786
ЗВАНИЕ;ПОЛКОВНИК;0.8128
ЗВАНИЕ;ЧИН;0.5294
ЗВАНИЕ;ДОЛЖНОСТЬ;0.385
ЗВАНИЕ;НАГРАДА;0.1604
ЗВЕЗДОПАД;ЖЕЛАНИЕ;0.6913
ЗВЕЗДОПАД;ПАДЕНИЕ;0.4957
ЗВЕЗДОПАД;КОМЕТА;0.3043
ЗВЕЗДОПАД;АВГУСТ;0.2261
ЗВЕЗДОПАД;МЕЧТА;0.2087
ЗВЕНО;ЦЕПЬ;1.0
ЗВЕНО;ЦЕПОЧКА;0.687
ЗВЕНО;ОТРЯД;0.5043
ЗВЕНО;ЭЛЕМЕНТ;0.4348
ЗВЕНО;ТРАК;0.2522
ЗВЕРИ;ЖИВОТНЫЕ;1.0
ЗВЕРИ;МЕДВЕДЬ;0.9205
ЗВЕРИ;ЗАЯЦ;0.9091
ЗВЕРИ;ВОЛК;0.8864
ЗВЕРИ;ЛИСА;0.5
ЗВЕРИ;ЛЕВ;0.2045
ЗВЕРЬ;ВОЛК;1.0
ЗВЕРЬ;МЕДВЕДЬ;0.9353
ЗВЕРЬ;ЛИСА;0.5622
ЗВЕРЬ;ЗАЯЦ;0.2736
ЗВЕРЬ;ЗООПАРК;0.2736
ЗВЕРЁК;ДЕТЁНЫШ;0.5743
ЗВЕРЁК;ЗООПАРК;0.5608
ЗВЕРЁК;ХИЩНИК;0.2703
ЗВЕРЁК;ХОРЁК;0.2297
ЗВЕРЁК;НОРА;0.1622
ЗВОНИТЬ;КОЛОКОЛ;0.5505
ЗВОНИТЬ;ТРУБКА;0.422
ЗВОНИТЬ;НОМЕР;0.3945
ЗВОНИТЬ;ОБЩЕНИЕ;0.1835
ЗВУКИ;СЛУХ;0.5938
ЗВУКИ;ПЕНИЕ;0.5469
ЗВУКИ;ШУМ;0.4688
ЗВУКИ;ПТИЦЫ;0.4375
ЗВУКИ;ЗВУЧАНИЕ;0.3594
ЗВУКИ;ПРИРОДЫ;0.3047
ЗВУКИ;НОТЫ;0.2969
ЗВУКИ;УХО;0.2656
ЗВУКИ;ГИТАРА;0.1875
ЗВУКИ ЖИВОТНЫХ;ЛАЙ;1.0
ЗВУКИ ЖИВОТНЫХ;РЫК;0.9714
ЗВУКИ ЖИВОТНЫХ;МЫЧАНИЕ;0.7905
ЗВУКИ ЖИВОТНЫХ;ПИСК;0.4857
ЗВУКИ ЖИВОТНЫХ;РЁВ;0.4857
ЗВУКИ ЖИВОТНЫХ;МЯУКАНЬЕ;0.2667
ЗВУКИ ЖИВОТНЫХ;КВА;0.1905
ЗВУКИ ЖИВОТНЫХ;ЖИВОТНЫЕ;0.1857
ЗВУЧАНИЕ;ПЕТЬ;0.31
ЗВУЧАНИЕ;СЛУХ;0.2804
ЗВУЧАНИЕ;ПЕНИЕ;0.1845
ЗВУЧАНИЕ;НОТЫ;0.1697
ЗДАНИЯ;НЕБОСКРЁБ;0.4392
ЗДАНИЯ;КИРПИЧ;0.2857
ЗДАНИЯ;КРЫША;0.1693
ЗДАНИЯ;ПОМЕЩЕНИЕ;0.1693
ЗДАНИЯ;СТРОИТЕЛЬСТВО;0.1693
ЗДОРОВЬЕ;ЛЕКАРСТВА;0.5735
ЗДОРОВЬЕ;ОБРАЗ;0.2941
ЗДОРОВЬЕ;ПИТАНИЕ;0.2794
ЗДОРОВЬЕ;МЕДИЦИНА;0.1618
ЗДРАВОМЫСЛИЕ;РАЗУМ;0.5707
ЗДРАВОМЫСЛИЕ;ЛОГИКА;0.3641
ЗДРАВОМЫСЛИЕ;ЗДРАВИЕ;0.3152
ЗДРАВОМЫСЛИЕ;СМЫСЛ;0.2554
ЗДРАВОМЫСЛИЕ;РАССУДОК;0.2065
ЗЕБРА;ЗООПАРК;0.7788
ЗЕБРА;ЧЁРНАЯ;0.6637
ЗЕБРА;БЕЛЫЙ;0.2389
ЗЕБРА;САВАННА;0.1681
ЗЕЛЁНКА;АПТЕКА;0.4048
ЗЕЛЁНКА;МАЗЬ;0.381
ЗЕЛЁНКА;ВЕТРЯНКА;0.2381
ЗЕЛЁНКА;ПОРЕЗ;0.2143
ЗЕЛЁНОЕ;ЯБЛОКО;0.7237
ЗЕЛЁНОЕ;ОГУРЕЦ;0.5132
ЗЕЛЁНОЕ;ЛЯГУШКА;0.3816
ЗЕЛЁНОЕ;КРОКОДИЛ;0.2632
ЗЕМЛЕТРЯСЕНИЕ;РАЗРУШЕНИЕ;0.5671
ЗЕМЛЕТРЯСЕНИЕ;БЕДА;0.4899
ЗЕМЛЕТРЯСЕНИЕ;КАТАСТРОФА;0.4295
ЗЕМЛЕТРЯСЕНИЕ;БЕДСТВИЕ;0.3758
ЗЕМЛЕТРЯСЕНИЕ;ВУЛКАН;0.3154
ЗЕМЛИ;ПОЧВА;0.5849
ЗЕМЛИ;ГРУНТ;0.5094
ЗЕМЛИ;ЧЕРНОЗЁМ;0.4528
ЗЕМЛИ;ТЕРРИТОРИЯ;0.2642
ЗЕМЛИ;УРОЖАЙ;0.2453
ЗЕМЛИ;ПАШНЯ;0.1509
ЗЕМЛИ;УЧАСТОК;0.1509
ЗЕМЛЯНИКА;ЯГОДА;1.0
ЗЕМЛЯНИКА;КЛУБНИКА;0.8156
ЗЕМЛЯНИКА;ВАРЕНЬЕ;0.7021
ЗЕМЛЯНИКА;ПОЛЯНА;0.4184
ЗЕМЛЯНИКА;МАЛЕНЬКАЯ;0.2624
ЗЕМЛЯНИН;ИНОПЛАНЕТЯНИН;0.6754
ЗЕМЛЯНИН;ЖИТЕЛЬ;0.5228
ЗЕМЛЯНИН;ЗЕМЛЯК;0.4
ЗЕМЛЯНИН;МАРСИАНИН;0.3684
ЗЕМЛЯНИН;СУЩЕСТВО;0.2702
ЗЕМЛЯНКА;ОКОП;0.4453
ЗЕМЛЯНКА;ДОМИК;0.4049
ЗЕМЛЯНКА;ЖИЛЬЁ;0.3968
ЗЕМЛЯНКА;УБЕЖИЩЕ;0.3239
ЗЕМЛЯНКА;ЖИЛИЩЕ;0.2834
ЗЕМНОВОДНОЕ;ЛЯГУШКА;0.9167
ЗЕМНОВОДНОЕ;ЗМЕЯ;0.8333
ЗЕМНОВОДНОЕ;ЯЩЕРИЦА;0.8214
ЗЕМНОВОДНОЕ;ЖАБА;0.6786
ЗЕМНОВОДНОЕ;КРОКОДИЛ;0.5952
ЗЕМНОВОДНОЕ;ЧЕРЕПАХА;0.5833
ЗЕМНОВОДНОЕ;РЕПТИЛИЯ;0.2976
ЗЕМНОВОДНОЕ;БОЛОТО;0.2143
ЗЕНИТ;ПИТЕР;0.4915
ЗЕНИТ;БОЛЕЛЬЩИКИ;0.4788
ЗЕНИТ;ИГРОКИ;0.3559
ЗЕНИТ;ЧЕМПИОН;0.2627
ЗЕНИТ;СТАДИОН;0.2373
ЗЕНИТ;ФУТБОЛИСТЫ;0.1907
ЗЕНИТ;ЗАКАТ;0.1695
ЗЕНИТ;ГОЛ;0.161
ЗЕНИТКА;ОРУДИЕ;0.8585
ЗЕНИТКА;ПУШКА;0.7642
ЗЕНИТКА;СТРЕЛЬБА;0.4528
ЗЕНИТКА;СНАРЯД;0.184
ЗЕРКАЛЬЦЕ;ЗЕРКАЛО;1.0
ЗЕРКАЛЬЦЕ;ОТРАЖЕНИЕ;0.9531
ЗЕРКАЛЬЦЕ;КОСМЕТИЧКА;0.2031
ЗЕРКАЛЬЦЕ;СУМОЧКА;0.2031
ЗЕРКАЛЬЦЕ;МАКИЯЖ;0.1641
ЗЕРНО;ПШЕНИЦА;1.0
ЗЕРНО;РОЖЬ;0.7294
ЗЕРНО;КОЛОС;0.6275
ЗЕРНО;УРОЖАЙ;0.3765
ЗЕРНО;КОРМ;0.2824
ЗЕРНО;ЗЁРНЫШКО;0.2039
ЗЕРНО;КАША;0.1647
ЗЕРНО;ПРОСО;0.1569
ЗЕФИР;ШОКОЛАД;0.6058
ЗЕФИР;ДЕСЕРТ;0.4712
ЗЕФИР;СЛАДКОЕ;0.3942
ЗЕФИР;КОНФЕТА;0.2115
ЗЕФИР;ЛАКОМСТВО;0.1731
ЗЕФИР;ПАСТИЛА;0.1538
ЗИГЗАГ;ЛИНИЯ;1.0
ЗИГЗАГ;ПОВОРОТ;0.6975
ЗИГЗАГ;УДАЧИ;0.6815
ЗИГЗАГ;МОЛНИЯ;0.5541
ЗИГЗАГ;ИЗГИБ;0.5159
ЗИГЗАГ;КРИВАЯ;0.4013
ЗИГЗАГ;ШОВ;0.1975
ЗИМНЕЕ УТРО;ИНЕЙ;0.3882
ЗИМНЕЕ УТРО;СУГРОБ;0.3706
ЗИМНЕЕ УТРО;ПУШКИН;0.3059
ЗИМНЕЕ УТРО;МЕТЕЛЬ;0.2941
ЗИМОВАТЬ;МЕДВЕДЬ;0.6395
ЗИМОВАТЬ;БЕРЛОГА;0.4767
ЗИМОВАТЬ;ШУБА;0.4186
ЗИМОВАТЬ;СПЯЧКА;0.186
ЗЛАК;ПШЕНИЦА;1.0
ЗЛАК;КАША;0.8679
ЗЛАК;РОЖЬ;0.8491
ЗЛАК;ЗЕРНО;0.717
ЗЛАК;КОЛОС;0.5283
ЗЛАК;КРУПА;0.4717
ЗЛАК;РИС;0.3208
ЗЛАК;ПРОСО;0.2642
ЗЛАК;УРОЖАЙ;0.2264
ЗЛАЯ;СУДЬБА;0.6543
ЗЛАЯ;ВЕДЬМА;0.5309
ЗЛАЯ;УЧИТЕЛЬНИЦА;0.4815
ЗЛАЯ;МАЧЕХА;0.4568
ЗЛАЯ;ЗЛОДЕЙКА;0.284
ЗЛАЯ;НЕНАВИСТЬ;0.2099
ЗЛАЯ;БАБА;0.1852
ЗЛОБА;НЕНАВИСТЬ;0.8585
ЗЛОБА;ГНЕВ;0.5122
ЗЛОБА;МЕСТЬ;0.3854
ЗЛОБА;ЯРОСТЬ;0.2829
ЗЛОБА;ЭМОЦИЯ;0.178
ЗЛОДЕЙ;КОЩЕЙ;0.5135
ЗЛОДЕЙ;ГЕРОЙ;0.3378
ЗЛОДЕЙ;ЗЛОДЕЯНИЕ;0.2432
ЗЛОДЕЙ;БАНДИТ;0.2162
ЗЛОЙ;ЗЛЮКА;0.5231
ЗЛОЙ;ВОЛК;0.4769
ЗЛОЙ;ПЁС;0.4154
ЗЛОЙ;ГНЕВ;0.4
ЗЛОРАДСТВО;ЗАВИСТЬ;0.6364
ЗЛОРАДСТВО;НЕНАВИСТЬ;0.5804
ЗЛОРАДСТВО;ЗЛОБА;0.2517
ЗЛОРАДСТВО;МЕСТЬ;0.1958
ЗЛОРАДСТВО;ЗЛОДЕЙ;0.1608
ЗЛОУМЫШЛЕННИК;БАНДИТ;0.7009
ЗЛОУМЫШЛЕННИК;КРАЖА;0.453
ЗЛОУМЫШЛЕННИК;ГРАБИТЕЛЬ;0.3932
ЗЛОУМЫШЛЕННИК;УМЫСЕЛ;0.3675
ЗЛОУМЫШЛЕННИК;ЗЛОДЕЙ;0.2308
ЗЛОУПОТРЕБЛЕНИЕ;КУРЕНИЕ;0.7372
ЗЛОУПОТРЕБЛЕНИЕ;ПРИВЫЧКА;0.354
ЗЛОУПОТРЕБЛЕНИЕ;СИГАРЕТЫ;0.3139
ЗЛОУПОТРЕБЛЕНИЕ;ВРЕД;0.2336
ЗМЕЙ;ГОРЫНЫЧ;1.0
ЗМЕЙ;ПИТОН;0.7347
ЗМЕЙ;КОБРА;0.6531
ЗМЕЙ;УДАВ;0.6327
ЗМЕЙ;ГАДЮКА;0.4898
ЗМЕЙ;ЧЕШУЯ;0.4286
ЗМЕЙ;ИСКУСИТЕЛЬ;0.2857
ЗМЕЙ;ЗООПАРК;0.2449
ЗМЕЙ;МУЛЬТИК;0.2449
ЗМЕЙ;ПОПОВИЧ;0.1837
ЗМЕЙКА;ЗМЕЯ;1.0
ЗМЕЙКА;ГАДЮКА;0.5922
ЗМЕЙКА;УКУС;0.5631
ЗМЕЙКА;КОБРА;0.534
ЗМЕЙКА;АНАКОНДА;0.2816
ЗМЕЙКА;ИГРУШКА;0.1553
ЗМЕЙКА;УДАВ;0.1553
ЗНАК;КИРПИЧ;0.8421
ЗНАК;СУДЬБА;0.6842
ЗНАК;ЗОДИАК;0.6316
ЗНАК;БУКВА;0.5263
ЗНАК;ПРЕПИНАНИЯ;0.4737
ЗНАК;ОТЛИЧИЯ;0.1842
ЗНАКИ;СУДЬБЫ;1.0
ЗНАКИ;ЦИФРЫ;0.8938
ЗНАКИ;ПРЕПИНАНИЯ;0.8496
ЗНАКИ;ЗОДИАК;0.8053
ЗНАКИ;СИМВОЛЫ;0.5929
ЗНАКИ;ВНИМАНИЯ;0.2655
ЗНАКИ;ТОЧКА;0.2655
ЗНАКИ;ИЕРОГЛИФЫ;0.2124
ЗНАКИ;ЗАПЯТАЯ;0.177
ЗНАКОМЕЦ;ЗНАКОМСТВО;0.784
ЗНАКОМЕЦ;ВСТРЕЧА;0.7037
ЗНАКОМЕЦ;ПРИЯТЕЛЬ;0.6667
ЗНАКОМЕЦ;ТОВАРИЩ;0.463
ЗНАКОМЕЦ;ЗНАТЬ;0.2901
ЗНАКОМЕЦ;СОСЕД;0.1852
ЗНАКОМЕЦ;ОБЩЕНИЕ;0.1605
ЗНАКОМСТВО;ВСТРЕЧА;1.0
ЗНАКОМСТВО;СВИДАНИЕ;0.6149
ЗНАКОМСТВО;ОБЩЕНИЕ;0.4119
ЗНАКОМСТВО;ПРИВЕТ;0.2806
ЗНАКОМСТВО;ОТНОШЕНИЯ;0.1701
ЗНАКОМЫЙ;ПРИЯТЕЛЬ;0.6667
ЗНАКОМЫЙ;СОСЕД;0.6259
ЗНАКОМЫЙ;ТОВАРИЩ;0.5714
ЗНАКОМЫЙ;ПОДРУГА;0.5238
ЗНАКОМЫЙ;ПРОХОЖИЙ;0.3265
ЗНАКОМЫЙ;КОЛЛЕГА;0.3129
ЗНАКОМЫЙ;ВСТРЕЧА;0.1973
ЗНАМЕНИТОСТЬ;ЗВЕЗДА;1.0
ЗНАМЕНИТОСТЬ;ПЕВЕЦ;0.8021
ЗНАМЕНИТОСТЬ;АРТИСТ;0.4167
ЗНАМЕНИТОСТЬ;АКТРИСА;0.3646
ЗНАМЕНИТОСТЬ;СЛАВА;0.3542
ЗНАМЕНИТОСТЬ;МУЗЫКАНТ;0.1563
ЗНАМЕНОСЕЦ;ЗНАМЯ;1.0
ЗНАМЕНОСЕЦ;ФЛАГ;0.702
ЗНАМЕНОСЕЦ;ПАРАД;0.4898
ЗНАМЕНОСЕЦ;ЧЕСТЬ;0.3673
ЗНАМЕНОСЕЦ;ЛИДЕР;0.1551
ЗНАМЯ;ФЛАГ;1.0
ЗНАМЯ;ГЕРБ;0.6048
ЗНАМЯ;СТЯГ;0.4839
ЗНАМЯ;СИМВОЛ;0.3226
ЗНАМЯ;ПЛАМЯ;0.2742
ЗНАТОК;УЧЁНЫЙ;0.7471
ЗНАТОК;УМНИК;0.716
ЗНАТОК;ОТЛИЧНИК;0.4591
ЗНАТОК;МАСТЕР;0.3891
ЗНАТОК;ДОКА;0.1946
ЗНАЧИМОСТЬ;ЗНАЧЕНИЕ;1.0
ЗНАЧИМОСТЬ;ВАЖНОСТЬ;0.8352
ЗНАЧИМОСТЬ;ПОСТУПОК;0.3077
ЗНАЧИМОСТЬ;ЦЕННОСТЬ;0.2747
ЗНАЧИМОСТЬ;ЦЕНА;0.2418
ЗНАЧОК;МЕДАЛЬ;0.6209
ЗНАЧОК;ОТЛИЧИЕ;0.5957
ЗНАЧОК;ПИОНЕР;0.5704
ЗНАЧОК;ОРДЕН;0.4477
ЗНАЧОК;БУЛАВКА;0.361
ЗНАЧОК;НАГРАДА;0.3249
ЗНАЧОК;ГРУДЬ;0.3177
ЗНАЧОК;СКАУТ;0.1805
ЗНАЧОК;КОЛЛЕКЦИЯ;0.1588
ЗНОЙ;ПОТ;0.58
ЗНОЙ;ЖАЖДА;0.4
ЗНОЙ;ПЕКЛО;0.3867
ЗНОЙ;ДУХОТА;0.2667
ЗОЛА;ПЕПЕЛ;1.0
ЗОЛА;УГОЛЬ;0.9825
ЗОЛА;ПЫЛЬ;0.8596
ЗОЛА;САЖА;0.807
ЗОЛА;ЗОЛУШКА;0.7719
ЗОЛА;ПЕЧКА;0.614
ЗОЛА;КАМИН;0.5614
ЗОЛА;УДОБРЕНИЕ;0.386
ЗОЛОВКА;СЕСТРА;1.0
ЗОЛОВКА;НЕВЕСТКА;0.6835
ЗОЛОВКА;РОДСТВЕННИК;0.6456
ЗОЛОВКА;РОДНЯ;0.3671
ЗОЛОВКА;ЗОЛА;0.3038
ЗОЛОВКА;СВЕКРОВЬ;0.2532
ЗОЛОВКА;ЖЕНИХ;0.1646
ЗОЛОВКА;РОДСТВО;0.1646
ЗОЛОТАЯ;ЦЕПОЧКА;0.8039
ЗОЛОТАЯ;РЫБКА;0.7843
ЗОЛОТАЯ;ЦЕПЬ;0.7059
ЗОЛОТАЯ;СЕРЬГИ;0.5784
ЗОЛОТАЯ;БРАСЛЕТ;0.4902
ЗОЛОТАЯ;ЧАСЫ;0.4706
ЗОЛОТАЯ;КОРОНА;0.3333
ЗОЛОТАЯ;СЕРЕБРО;0.1569
ЗОЛОТОИСКАТЕЛЬ;ПОИСК;0.6378
ЗОЛОТОИСКАТЕЛЬ;КЛАД;0.602
ЗОЛОТОИСКАТЕЛЬ;ЗОЛОТОЙ;0.3878
ЗОЛОТОИСКАТЕЛЬ;ПРИКЛЮЧЕНИЕ;0.2347
ЗОЛОТОИСКАТЕЛЬ;ДОБЫЧА;0.1633
ЗОЛОТОИСКАТЕЛЬ;СОКРОВИЩЕ;0.1633
ЗОЛОТОЙ;БРАСЛЕТ;0.7778
ЗОЛОТОЙ;ЦЕПОЧКА;0.7143
ЗОЛОТОЙ;СЕРЬГИ;0.6349
ЗОЛОТОЙ;СЛИТОК;0.5397
ЗОЛОТОЙ;ВЕК;0.4127
ЗОЛОТОЙ;ЗУБ;0.3333
ЗОЛОТОЙ;СЕРЕБРО;0.3333
ЗОЛОТОЙ;КУЛОН;0.2063
ЗОЛОТОЙ;ЦЕПЬ;0.1746
ЗОЛОТЫЕ РУКИ;МАСТЕР;1.0
ЗОЛОТЫЕ РУКИ;УМЕЛЕЦ;0.6923
ЗОЛОТЫЕ РУКИ;СПЕЦИАЛИСТ;0.3846
ЗОЛОТЫЕ РУКИ;СПЕЦ;0.3846
ЗОЛОТЫЕ РУКИ;УМЕНИЕ;0.3846
ЗОЛОТЫЕ РУКИ;РУКОДЕЛИЕ;0.3077
ЗОЛОТЫЕ РУКИ;КУЗНЕЦ;0.2308
ЗОЛОТЫЕ РУКИ;ТВОРЕЦ;0.2308
ЗОМБИ;АПОКАЛИПСИС;1.0
ЗОМБИ;ТРУП;0.9527
ЗОМБИ;МЕРТВЕЦ;0.9122
ЗОМБИ;МОЗГИ;0.7838
ЗОМБИ;ВИРУС;0.2027
ЗОНА;ПРОВОЛОКА;0.5625
ЗОНА;ОГРАЖДЕНИЕ;0.525
ЗОНА;ЗЕК;0.4313
ЗОНА;ОТЧУЖДЕНИЯ;0.35
ЗОНА;ГЕОГРАФИЯ;0.325
ЗОНА;ЗАКЛЮЧЁННЫЙ;0.1875
ЗОНА;НАРЫ;0.1625
ЗОНД;ЗОНТ;0.8636
ЗОНД;ТРУБКА;0.5758
ЗОНД;ТУЧИ;0.4242
ЗОНД;ЛИВЕНЬ;0.3182
ЗОНД;МЕДИЦИНА;0.2424
ЗОНД;ГОРЛО;0.2121
ЗОНД;ЖЕЛУДОК;0.1818
ЗОНД;ГРОЗА;0.1515
ЗОНД;ЖИВОТ;0.1515
ЗОНТ;ТУЧИ;0.2473
ЗОНТ;САПОГИ;0.2258
ЗОНТ;НЕПОГОДА;0.1935
ЗОНТ;КАПЛИ;0.172
ЗОНТ;ОСАДКИ;0.172
ЗОНТ;ГРОЗА;0.1613
ЗОНТИК;ЛИВЕНЬ;0.4727
ЗОНТИК;ЛУЖИ;0.4182
ЗОНТИК;УКРЫТИЕ;0.3818
ЗОНТИК;ТРОСТЬ;0.2727
ЗОНТИК;ГРОЗА;0.2545
ЗОНТИК;ОСАДКИ;0.1636
ЗООПАРК;КЛЕТКА;1.0
ЗООПАРК;ЗВЕРИ;0.8245
ЗООПАРК;ТИГР;0.7429
ЗООПАРК;СЛОН;0.6286
ЗООПАРК;МЕДВЕДЬ;0.5265
ЗООПАРК;ПТИЦЫ;0.2531
ЗООПАРК;КОРМ;0.1551
ЗООСАД;ЗООПАРК;0.8947
ЗООСАД;ЗВЕРИ;0.8211
ЗООСАД;КЛЕТКА;0.6316
ЗООСАД;РАСТЕНИЯ;0.5474
ЗООСАД;ЖИВОТНЫЕ;0.5
ЗООСАД;ПТИЦЫ;0.4316
ЗООСАД;ПАРК;0.3579
ЗООСАД;ОБЕЗЬЯНА;0.2316
ЗООСАД;КРОКОДИЛ;0.2105
ЗООСАД;ПОСЕТИТЕЛИ;0.1789
ЗООСАД;ТИГР;0.1684
ЗООТЕХНИКА;ЖИВОТНЫЕ;1.0
ЗООТЕХНИКА;ЗООПАРК;0.6379
ЗООТЕХНИКА;ЗВЕРИ;0.5603
ЗООТЕХНИКА;КЛЕТКА;0.4397
ЗООТЕХНИКА;ТЕХНОЛОГ;0.1552
ЗРАЧКИ;ГЛАЗ;0.8537
ЗРАЧКИ;ЗРЕНИЕ;0.8293
ЗРАЧКИ;ЯБЛОКО;0.561
ЗРАЧКИ;ВЗГЛЯД;0.5122
ЗРАЧКИ;РЕСНИЦЫ;0.5122
ЗРАЧКИ;ОКО;0.3659
ЗРАЧКИ;ОКУЛИСТ;0.2927
ЗРАЧКИ;ЛИНЗЫ;0.2195
ЗРАЧКИ;ВЕКИ;0.1951
ЗРАЧКИ;РОГОВИЦА;0.1707
ЗРАЧОК;ГЛАЗ;1.0
ЗРАЧОК;ЗРЕНИЕ;0.6082
ЗРАЧОК;ОКО;0.4591
ЗРАЧОК;РЕСНИЦЫ;0.2924
ЗРАЧОК;ЯБЛОКО;0.2456
ЗРЕЛИЩЕ;ЦИРК;0.9891
ЗРЕЛИЩЕ;ПРЕДСТАВЛЕНИЕ;0.8261
ЗРЕЛИЩЕ;ШОУ;0.6957
ЗРЕЛИЩЕ;ЗРИТЕЛИ;0.4565
ЗРЕЛОСТЬ;ОПЫТ;0.6429
ЗРЕЛОСТЬ;ПЛОД;0.5556
ЗРЕЛОСТЬ;ГОДА;0.2817
ЗРЕЛОСТЬ;ВЗРОСЛЫЙ;0.254
ЗРЕЛОСТЬ;МУДРОСТЬ;0.246
ЗРЕЛОСТЬ;СПЕЛОСТЬ;0.1825
ЗРЕЛЫЙ;ВЗРОСЛЫЙ;0.8642
ЗРЕЛЫЙ;ОВОЩ;0.6173
ЗРЕЛЫЙ;ПОМИДОР;0.4074
ЗРЕЛЫЙ;ПЛОД;0.3827
ЗРЕЛЫЙ;МОЛОДОЙ;0.1852
ЗРЕНИЕ;ДАЛЬНОЗОРКОСТЬ;0.406
ЗРЕНИЕ;БЛИЗОРУКОСТЬ;0.3926
ЗРЕНИЕ;ОКО;0.2181
ЗРЕНИЕ;РЕСНИЦЫ;0.1711
ЗРИТЕЛЬ;СПЕКТАКЛЬ;0.4444
ЗРИТЕЛЬ;АПЛОДИСМЕНТЫ;0.3958
ЗРИТЕЛЬ;КИНОТЕАТР;0.3819
ЗРИТЕЛЬ;ЦИРК;0.3472
ЗРИТЕЛЬ;ШОУ;0.2431
ЗУБ;СТОМАТОЛОГ;1.0
ЗУБ;КАРИЕС;0.7143
ЗУБ;ЭМАЛЬ;0.6667
ЗУБ;ЧЕЛЮСТЬ;0.6349
ЗУБ;КОРЕНЬ;0.5952
ЗУБ;ДЕСНА;0.5952
ЗУБ;ПАСТА;0.5714
ЗУБ;ЩЁТКА;0.4444
ЗУБ;ДАНТИСТ;0.2222
ЗУБ;ГУБЫ;0.1746
ЗУБ;РЕЗЕЦ;0.1746
ЗУБ;БРЕКЕТЫ;0.1587
ЗУБНАЯ;ПАСТА;0.8702
ЗУБНАЯ;ЩЁТКА;0.7328
ЗУБНАЯ;ФЕЯ;0.6565
ЗУБНАЯ;НИТЬ;0.6107
ЗУБНАЯ;СТОМАТОЛОГ;0.458
ЗУБНАЯ;ЧЕЛЮСТЬ;0.3817
ЗУБНАЯ;КАРИЕС;0.2901
ЗУБНАЯ;МЕТРО;0.1832
ЗУБНАЯ ПАСТА;ЩЁТКА;0.8571
ЗУБНАЯ ПАСТА;ГИГИЕНА;0.4762
ЗУБНАЯ ПАСТА;ТЮБИК;0.4286
ЗУБНАЯ ПАСТА;МЯТА;0.2381
ЗУБНАЯ ПАСТА;ПЛАСТИНКА;0.2381
ЗУБНАЯ ПАСТА;СТОМАТОЛОГ;0.2381
ЗУБНАЯ ПАСТА;КАРИЕС;0.1905
ЗУБРИТЬ;СТИХ;0.7794
ЗУБРИТЬ;ЭКЗАМЕН;0.5294
ЗУБРИТЬ;ПРАВИЛО;0.2941
ЗУБРИТЬ;УЧЕБНИК;0.2647
ЗУБРИТЬ;КОНСПЕКТ;0.2059
ЗЯТЬ;ТЁЩА;0.9317
ЗЯТЬ;РОДСТВЕННИК;0.5031
ЗЯТЬ;СВЕКРОВЬ;0.4161
